 "SucursalID","Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"S182","Pan blanco NaturVida 221","020000032427","Conservas","2025-03-05","NaturVida","86.3","154"
"S011","Pimienta BioNatural 384","020000027428","Panaderia","2025-03-17","BioNatural","103.5","132"
"S054","Cereal AguaPura 101","020000095019","Higiene","2026-12-27","AguaPura","53.28","489"
"S181","Jugo naranja NaturVida 370","020000027512","Snacks","2026-07-28","NaturVida","53.29","34"
"S161","Arroz FrescoMar 943","020000056593","Conservas","2026-06-27","FrescoMar","29.92","13"
"S138","Queso BuenSabor 208","020000060067","Aceites","2026-05-13","BuenSabor","139.46","329"
"S155","Cereal DelCampo 936","020000067958","Conservas","2026-09-27","DelCampo","44.47","302"
"S162","Carne molida Gourmet GT 259","020000068465","Conservas","2027-05-09","Gourmet GT","60.25","466"
"S123","Refresco cola Selecta 285","020000070213","Bebidas","2025-11-27","Selecta","31.84","256"
"S187","Pan integral Nutrimax 121","020000050653","Bebidas","2025-11-30","Nutrimax","131.16","356"
"S156","Tostadas AguaPura 246","020000019443","Snacks","2026-04-18","AguaPura","73.89","335"
"S104","Miel NaturVida 240","020000011545","Frutas","2025-06-24","NaturVida","61.7","15"
"S029","Arroz FrescoMar 881","020000094473","Condimentos","2025-03-01","FrescoMar","22.88","399"
"S022","Pan blanco BioNatural 742","020000088595","Embutidos","2024-12-21","BioNatural","153.3","59"
"S139","Agua mineral Delicias 973","020000021136","Conservas","2025-09-13","Delicias","77.91","293"
"S114","Arroz BioNatural 414","020000053483","Verduras","2025-10-14","BioNatural","40.52","283"
"S178","Pan blanco NaturVida 226","020000012779","Carnes","2025-03-03","NaturVida","18.24","156"
"S027","Aceite oliva Gourmet GT 245","020000010158","Condimentos","2026-03-06","Gourmet GT","5.79","223"
"S099","Desodorante Delicias 771","020000047597","Conservas","2027-01-28","Delicias","110.51","371"
"S029","Manzana BioNatural 212","020000039428","Lacteos","2026-07-02","BioNatural","58.45","320"
"S086","Miel Delicias 186","020000015681","Frutas","2025-10-07","Delicias","30.13","276"
"S086","Pechuga pollo BioNatural 795","020000065737","Bebidas","2026-08-11","BioNatural","100.71","151"
"S090","Jugo naranja AguaPura 377","020000075437","Aceites","2026-12-27","AguaPura","149.4","420"
"S183","Carne molida AguaPura 907","020000010285","Carnes","2025-10-02","AguaPura","124.89","80"
"S082","Desodorante Gourmet GT 557","020000072709","Carnes","2025-04-18","Gourmet GT","19.88","223"
"S187","Pan blanco BioNatural 192","020000052343","Bebidas","2025-12-09","BioNatural","123.27","185"
"S082","Manzana Gourmet GT 592","020000064256","Frutas","2026-10-15","Gourmet GT","23.84","488"
"S168","Detergente DelCampo 492","020000064874","Limpieza","2027-09-16","DelCampo","87.12","257"
"S137","Cereal DelCampo 493","020000020959","Frutas","2027-04-14","DelCampo","85.26","402"
"S178","Carne molida DelCampo 819","020000021436","Conservas","2026-12-12","DelCampo","2.45","440"
"S005","Galletas NaturVida 585","020000027510","Condimentos","2025-07-15","NaturVida","11.41","183"
"S093","Chuleta BioNatural 401","020000070344","Bebidas","2027-04-13","BioNatural","40.31","428"
"S058","Crema BioNatural 220","020000028753","Snacks","2025-01-24","BioNatural","111.99","222"
"S096","Crema AguaPura 778","020000086232","Lacteos","2027-08-05","AguaPura","134.32","450"
"S041","Salami BioNatural 474","020000028517","Lacteos","2026-04-17","BioNatural","14.18","296"
"S107","Desodorante BioNatural 581","020000028364","Cereales","2027-11-17","BioNatural","112.37","158"
"S121","Jabón Delicias 554","020000094521","Cereales","2024-12-29","Delicias","47.31","84"
"S016","Jugo naranja FrescoMar 718","020000032751","Limpieza","2025-10-26","FrescoMar","3.72","431"
"S109","Queso Selecta 667","020000043823","Condimentos","2027-09-25","Selecta","50.35","121"
"S109","Detergente BioNatural 378","020000022050","Limpieza","2027-01-14","BioNatural","156.51","69"
"S191","Tostadas Gourmet GT 733","020000017339","Conservas","2027-02-13","Gourmet GT","31.02","386"
"S144","Pechuga pollo AguaPura 936","020000071398","Verduras","2026-09-04","AguaPura","105.13","212"
"S098","Pan integral FrescoMar 922","020000058690","Aceites","2027-04-19","FrescoMar","32.77","60"
"S027","Refresco cola Delicias 717","020000053970","Embutidos","2026-04-06","Delicias","46.59","282"
"S028","Refresco cola DelCampo 711","020000011438","Congelados","2026-08-27","DelCampo","31.66","108"
"S164","Detergente FrescoMar 346","020000045280","Lacteos","2025-03-03","FrescoMar","91.07","409"
"S124","Crema FrescoMar 422","020000022217","Panaderia","2024-12-19","FrescoMar","156.93","389"
"S073","Papas fritas NaturVida 299","020000051218","Congelados","2027-02-10","NaturVida","116.66","71"
"S180","Queso AguaPura 439","020000063383","Condimentos","2027-09-29","AguaPura","17.96","418"
"S199","Desodorante FrescoMar 701","020000060084","Verduras","2025-02-16","FrescoMar","47.84","82"
"S175","Brócoli AguaPura 740","020000022227","Cereales","2026-03-21","AguaPura","141.74","418"
"S175","Pimienta BioNatural 887","020000031108","Limpieza","2027-10-25","BioNatural","158.78","316"
"S167","Aceite oliva Delicias 558","020000027196","Higiene","2026-07-20","Delicias","58.93","443"
"S111","Crema Gourmet GT 344","020000037370","Frutas","2025-05-04","Gourmet GT","153.37","295"
"S161","Manzana AguaPura 924","020000011958","Bebidas","2026-08-27","AguaPura","88.45","413"
"S023","Manzana AguaPura 565","020000051119","Bebidas","2026-07-30","AguaPura","27.51","148"
"S148","Galletas Delicias 191","020000019323","Bebidas","2027-07-03","Delicias","42.76","247"
"S066","Atún Selecta 765","020000028408","Lacteos","2027-08-28","Selecta","8.26","444"
"S074","Papas fritas Gourmet GT 977","020000091223","Condimentos","2025-08-23","Gourmet GT","71.65","267"
"S160","Pasta dental Delicias 185","020000099417","Snacks","2027-10-04","Delicias","73.11","454"
"S175","Crema BuenSabor 759","020000017478","Cereales","2026-04-17","BuenSabor","112.56","292"
"S003","Desodorante AguaPura 397","020000059259","Bebidas","2027-02-27","AguaPura","136.91","119"
"S100","Chuleta Selecta 785","020000022255","Higiene","2027-07-14","Selecta","76.02","278"
"S120","Miel AguaPura 284","020000024201","Condimentos","2027-02-22","AguaPura","123.38","107"
"S103","Pasta dental AguaPura 424","020000054882","Frutas","2027-08-24","AguaPura","35.6","384"
"S122","Miel Nutrimax 565","020000015017","Limpieza","2025-10-16","Nutrimax","151.87","79"
"S164","Tostadas Delicias 681","020000014105","Frutas","2027-01-19","Delicias","11.86","418"
"S093","Carne molida Gourmet GT 584","020000037973","Embutidos","2026-02-08","Gourmet GT","139.15","492"
"S195","Queso Gourmet GT 376","020000043039","Aceites","2025-11-27","Gourmet GT","15.21","40"
"S071","Papas fritas AguaPura 405","020000069168","Carnes","2027-04-10","AguaPura","84.91","347"
"S067","Pan integral FrescoMar 194","020000066168","Higiene","2026-08-02","FrescoMar","28.0","183"
"S108","Manzana Selecta 648","020000031061","Cereales","2027-05-15","Selecta","58.04","359"
"S147","Papas fritas FrescoMar 674","020000088266","Conservas","2025-05-10","FrescoMar","116.19","301"
"S158","Desodorante Delicias 780","020000051486","Embutidos","2025-10-06","Delicias","143.65","483"
"S038","Manzana Delicias 216","020000098335","Snacks","2026-05-24","Delicias","84.27","6"
"S116","Arroz BioNatural 749","020000068894","Aceites","2025-06-19","BioNatural","7.76","386"
"S049","Jabón NaturVida 892","020000031771","Frutas","2027-01-14","NaturVida","36.15","112"
"S049","Queso BuenSabor 114","020000058530","Carnes","2026-12-17","BuenSabor","4.56","464"
"S079","Aceite oliva AguaPura 816","020000075422","Aceites","2027-06-23","AguaPura","67.42","185"
"S091","Arroz NaturVida 536","020000078572","Congelados","2026-10-20","NaturVida","19.91","95"
"S118","Jabón Delicias 281","020000082450","Frutas","2025-10-31","Delicias","87.76","200"
"S073","Chuleta Gourmet GT 749","020000047125","Cereales","2025-06-23","Gourmet GT","159.27","417"
"S027","Refresco cola FrescoMar 731","020000063907","Lacteos","2027-09-14","FrescoMar","120.49","324"
"S140","Miel Selecta 615","020000086183","Congelados","2025-02-06","Selecta","107.5","441"
"S108","Tostadas DelCampo 895","020000069589","Limpieza","2027-01-21","DelCampo","20.09","443"
"S121","Miel Delicias 912","020000070810","Snacks","2027-02-20","Delicias","3.2","196"
"S058","Aceite oliva Nutrimax 374","020000096334","Panaderia","2026-08-23","Nutrimax","134.48","412"
"S107","Queso DelCampo 104","020000064336","Embutidos","2025-01-02","DelCampo","6.15","409"
"S096","Arroz NaturVida 939","020000088636","Higiene","2026-10-19","NaturVida","28.92","297"
"S111","Mayonesa NaturVida 500","020000035252","Frutas","2027-02-15","NaturVida","132.91","415"
"S148","Jabón BioNatural 751","020000061172","Cereales","2025-11-22","BioNatural","65.69","167"
"S133","Pan integral Gourmet GT 336","020000023051","Cereales","2025-08-17","Gourmet GT","81.67","328"
"S148","Carne molida Gourmet GT 963","020000092223","Condimentos","2026-05-18","Gourmet GT","134.3","86"
"S083","Tostadas AguaPura 195","020000013360","Snacks","2024-12-25","AguaPura","101.37","308"
"S040","Salami BuenSabor 824","020000081260","Condimentos","2025-05-12","BuenSabor","92.34","17"
"S191","Agua mineral BioNatural 564","020000093160","Aceites","2026-12-05","BioNatural","31.48","339"
"S057","Frijoles refritos DelCampo 648","020000042145","Cereales","2027-01-15","DelCampo","123.72","342"
"S014","Pan blanco AguaPura 247","020000092239","Embutidos","2025-07-01","AguaPura","0.00","479"
"S153","Miel AguaPura 245","020000047022","Panaderia","2025-12-06","AguaPura","16.66","258"
"S093","Detergente DelCampo 500","020000023195","Verduras","2025-01-15","DelCampo","67.37","254"
"S161","Refresco cola DelCampo 803","020000065038","Snacks","2026-09-05","DelCampo","102.1","235"
"S042","Pan integral Nutrimax 110","020000033419","Aceites","2025-02-04","Nutrimax","20.52","180"
"S089","Manzana BuenSabor 714","020000081628","Embutidos","2025-10-22","BuenSabor","84.44","135"
"S032","Tostadas BuenSabor 130","020000080248","Embutidos","2027-10-28","BuenSabor","82.86","83"
"S056","Chuleta Delicias 217","020000038437","Embutidos","2026-10-03","Delicias","23.89","47"
"S187","Yogurt BioNatural 374","020000045870","Verduras","2026-01-14","BioNatural","152.61","183"
"S182","Cereal Nutrimax 578","020000074985","Snacks","2027-10-17","Nutrimax","151.52","477"
"S050","Pan blanco BioNatural 302","020000046842","Snacks","2025-06-30","BioNatural","94.22","397"
"S151","Frijoles refritos BioNatural 913","020000036978","Cereales","2027-08-28","BioNatural","70.49","233"
"S109","Pechuga pollo Nutrimax 935","020000051779","Frutas","2025-07-10","Nutrimax","97.95","224"
"S052","Helado vainilla Delicias 482","020000092929","Carnes","2025-04-12","Delicias","73.01","460"
"S009","Aceite oliva Nutrimax 700","020000063714","Panaderia","2027-11-23","Nutrimax","57.66","20"
"S030","Pan integral Delicias 539","020000034368","Higiene","2026-04-18","Delicias","13.48","341"
"S096","Galletas BioNatural 898","020000051215","Lacteos","2024-12-21","BioNatural","52.34","10"
"S184","Pasta dental DelCampo 576","020000084379","Congelados","2026-09-21","DelCampo","144.0","292"
"S017","Papas fritas Nutrimax 716","020000037810","Limpieza","2026-02-20","Nutrimax","18.26","147"
"S184","Pechuga pollo AguaPura 687","020000094707","Snacks","2027-05-12","AguaPura","52.21","168"
"S051","Tostadas FrescoMar 921","020000074740","Verduras","2025-03-07","FrescoMar","158.46","220"
"S031","Miel Selecta 275","020000088830","Higiene","2027-01-25","Selecta","39.35","15"
"S073","Salami BuenSabor 104","020000070525","Panaderia","2025-08-27","BuenSabor","134.98","211"
"S010","Jugo naranja NaturVida 640","020000015127","Higiene","2025-01-04","NaturVida","12.97","53"
"S107","Agua mineral Nutrimax 381","020000051574","Congelados","2026-11-10","Nutrimax","65.25","289"
"S199","Pasta dental Selecta 727","020000016169","Snacks","2026-08-05","Selecta","112.04","237"
"S127","Chuleta AguaPura 963","020000059008","Frutas","2025-06-30","AguaPura","6.63","29"
"S003","Desodorante AguaPura 430","020000067105","Conservas","2025-11-15","AguaPura","15.91","375"
"S095","Arroz NaturVida 105","020000016880","Panaderia","2025-02-28","NaturVida","19.51","489"
"S078","Refresco cola Nutrimax 437","020000090314","Congelados","2027-01-18","Nutrimax","44.65","92"
"S036","Helado vainilla Selecta 222","020000026552","Higiene","2025-10-01","Selecta","120.98","459"
"S106","Pimienta Selecta 784","020000026039","Limpieza","2027-11-17","Selecta","40.0","249"
"S170","Manzana Nutrimax 429","020000073269","Conservas","2025-06-08","Nutrimax","43.68","156"
"S183","Refresco cola Delicias 671","020000041768","Aceites","2026-01-27","Delicias","111.8","43"
"S127","Crema DelCampo 113","020000097883","Conservas","2027-07-18","DelCampo","131.32","101"
"S125","Miel Delicias 313","020000087401","Congelados","2027-11-17","Delicias","83.2","165"
"S195","Frijoles refritos Selecta 771","020000030184","Carnes","2027-10-01","Selecta","18.69","71"
"S057","Detergente Delicias 494","020000069301","Carnes","2027-10-19","Delicias","34.08","209"
"S049","Refresco cola Nutrimax 533","020000031521","Aceites","2026-08-23","Nutrimax","152.34","300"
"S166","Miel BioNatural 572","020000024047","Cereales","2025-07-15","BioNatural","40.01","462"
"S118","Pan integral Nutrimax 129","020000072421","Aceites","2027-11-24","Nutrimax","73.52","140"
"S031","Detergente NaturVida 186","020000056455","Snacks","2026-02-09","NaturVida","25.8","262"
"S111","Aceite oliva Delicias 154","020000067847","Panaderia","2026-12-29","Delicias","17.45","337"
"S098","Agua mineral Gourmet GT 298","020000048535","Conservas","2027-03-06","Gourmet GT","29.91","146"
"S136","Pechuga pollo Selecta 631","020000066828","Lacteos","2025-03-14","Selecta","104.12","495"
"S029","Mayonesa AguaPura 154","020000014677","Frutas","2026-05-31","AguaPura","39.73","277"
"S026","Pan blanco DelCampo 735","020000063026","Snacks","2027-02-14","DelCampo","18.01","380"
"S178","Pan blanco Selecta 310","020000032417","Congelados","2026-01-22","Selecta","56.93","152"
"S181","Pechuga pollo Nutrimax 851","020000010407","Lacteos","2025-12-16","Nutrimax","81.51","363"
"S160","Manzana Nutrimax 973","020000041276","Bebidas","2026-09-08","Nutrimax","109.67","90"
"S048","Pasta dental Selecta 245","020000011669","Aceites","2027-07-31","Selecta","69.61","15"
"S046","Pan blanco AguaPura 274","020000099024","Congelados","2024-12-21","AguaPura","95.85","247"
"S150","Salami Selecta 994","020000042441","Verduras","2025-07-14","Selecta","9.14","13"
"S146","Queso Nutrimax 955","020000039922","Limpieza","2027-09-28","Nutrimax","28.43","80"
"S199","Miel AguaPura 411","020000053997","Verduras","2027-09-02","AguaPura","118.1","284"
"S066","Queso Selecta 359","020000057748","Verduras","2024-12-29","Selecta","132.78","159"
"S182","Pasta dental NaturVida 893","020000097023","Carnes","2027-08-20","NaturVida","19.82","356"
"S133","Agua mineral FrescoMar 251","020000063781","Carnes","2026-02-26","FrescoMar","106.18","77"
"S092","Manzana FrescoMar 350","020000085705","Cereales","2027-05-03","FrescoMar","58.79","386"
"S023","Tostadas Gourmet GT 754","020000024146","Panaderia","2027-12-22","Gourmet GT","144.08","235"
"S135","Pan integral Nutrimax 795","020000055723","Condimentos","2026-10-11","Nutrimax","63.78","218"
"S071","Frijoles refritos DelCampo 142","020000085958","Limpieza","2026-11-05","DelCampo","133.8","67"
"S111","Carne molida Selecta 680","020000055481","Panaderia","2025-07-15","Selecta","155.18","260"
"S176","Desodorante Selecta 797","020000029690","Limpieza","2026-07-18","Selecta","100.56","345"
"S042","Frijoles refritos Selecta 395","020000018469","Congelados","2026-07-28","Selecta","4.46","25"
"S056","Frijoles refritos BuenSabor 226","020000016972","Verduras","2026-08-20","BuenSabor","2.8","185"
"S170","Arroz FrescoMar 151","020000042955","Bebidas","2026-11-19","FrescoMar","140.84","407"
"S129","Queso NaturVida 258","020000021272","Cereales","2026-06-09","NaturVida","24.54","380"
"S051","Jabón BuenSabor 182","020000048116","Conservas","2025-02-05","BuenSabor","76.76","186"
"S064","Carne molida Gourmet GT 532","020000062312","Condimentos","2025-06-20","Gourmet GT","143.1","476"
"S078","Pechuga pollo Nutrimax 277","020000083912","Snacks","2026-09-23","Nutrimax","129.09","76"
"S175","Atún DelCampo 356","020000027785","Snacks","2026-01-14","DelCampo","49.57","48"
"S077","Helado vainilla Selecta 658","020000034034","Snacks","2027-05-15","Selecta","17.17","274"
"S114","Yogurt Delicias 615","020000099805","Cereales","2026-12-04","Delicias","76.0","223"
"S120","Jabón Gourmet GT 572","020000013627","Condimentos","2025-01-25","Gourmet GT","153.28","220"
"S023","Atún BioNatural 729","020000049634","Congelados","2026-04-12","BioNatural","93.69","196"
"S033","Pechuga pollo NaturVida 679","020000048449","Embutidos","2027-02-14","NaturVida","21.9","348"
"S002","Brócoli NaturVida 571","020000017123","Lacteos","2025-03-24","NaturVida","44.69","337"
"S028","Pasta dental BuenSabor 199","020000048086","Frutas","2027-08-15","BuenSabor","111.11","447"
"S016","Miel BuenSabor 790","020000076954","Cereales","2025-03-20","BuenSabor","112.85","269"
"S037","Cereal Selecta 239","020000039300","Condimentos","2025-10-14","Selecta","49.54","164"
"S185","Detergente FrescoMar 924","020000073564","Frutas","2026-01-17","FrescoMar","20.12","5"
"S040","Pechuga pollo AguaPura 632","020000022696","Conservas","2026-01-24","AguaPura","18.37","17"
"S130","Brócoli Gourmet GT 156","020000025966","Panaderia","2027-03-10","Gourmet GT","78.43","99"
"S061","Arroz NaturVida 366","020000090315","Aceites","2027-05-20","NaturVida","137.77","320"
"S032","Jabón BioNatural 751","020000012838","Bebidas","2025-09-18","BioNatural","131.33","341"
"S062","Pan integral NaturVida 859","020000081654","Conservas","2027-08-04","NaturVida","77.91","153"
"S171","Miel BuenSabor 604","020000058147","Aceites","2026-06-18","BuenSabor","63.81","362"
"S028","Brócoli Gourmet GT 933","020000065683","Bebidas","2025-01-28","Gourmet GT","46.78","66"
"S145","Papas fritas FrescoMar 694","020000049683","Embutidos","2027-05-31","FrescoMar","8.74","469"
"S091","Desodorante Selecta 840","020000070076","Panaderia","2024-12-20","Selecta","157.12","188"
"S129","Chuleta NaturVida 315","020000055722","Condimentos","2027-11-12","NaturVida","63.72","37"
"S045","Pimienta BioNatural 460","020000095974","Cereales","2026-10-27","BioNatural","74.6","444"
"S036","Pan blanco Nutrimax 503","020000018940","Condimentos","2027-08-19","Nutrimax","61.49","246"
"S156","Queso BioNatural 689","020000076450","Congelados","2027-11-13","BioNatural","42.96","362"
"S083","Helado vainilla BuenSabor 456","020000086610","Frutas","2027-03-08","BuenSabor","12.68","20"
"S188","Pan integral DelCampo 198","020000097197","Lacteos","2027-09-20","DelCampo","149.61","248"
"S083","Atún DelCampo 890","020000041013","Lacteos","2025-11-23","DelCampo","117.05","201"
"S194","Jabón AguaPura 163","020000090203","Panaderia","2025-07-24","AguaPura","7.91","388"
"S019","Brócoli Delicias 721","020000092744","Carnes","2025-01-31","Delicias","147.92","169"
"S028","Yogurt Selecta 486",020000085684,"Aceites","2026-01-15","Selecta","32.92","256"
"S113","Queso Nutrimax 330","020000036370","Cereales","2025-10-29","Nutrimax","70.58","275"
"S050","Refresco cola BuenSabor 124","020000092459","Aceites","2025-06-17","BuenSabor","34.16","419"
"S036","Jugo naranja FrescoMar 468","020000063480","Frutas","2027-12-26","FrescoMar","138.59","179"
"S048","Queso NaturVida 608","020000034921","Carnes","2026-01-30","NaturVida","92.12","247"
"S129","Galletas Delicias 733","020000083229","Carnes","2025-09-10","Delicias","128.65","229"
"S110","Pimienta Gourmet GT 994","020000019288","Frutas","2025-05-11","Gourmet GT","22.1","269"
"S077","Miel AguaPura 610","020000040221","Embutidos","2027-12-14","AguaPura","54.29","119"
"S075","Detergente Nutrimax 499","020000056911","Lacteos","2025-10-21","Nutrimax","154.96","43"
"S137","Helado vainilla DelCampo 973","020000077863","Condimentos","2027-09-22","DelCampo","51.33","321"
"S015","Cereal AguaPura 696","020000071732","Condimentos","2026-05-24","AguaPura","105.21","21"
"S087","Jabón Nutrimax 305","020000053848","Condimentos","2025-04-02","Nutrimax","24.01","285"
"S188","Pasta dental FrescoMar 341","020000074691","Lacteos","2025-02-12","FrescoMar","56.64","41"
"S107","Pechuga pollo BuenSabor 182","020000082276","Verduras","2025-08-24","BuenSabor","44.74","26"
"S027","Crema Selecta 619","020000039523","Aceites","2026-11-19","Selecta","70.18","160"
"S059","Salami FrescoMar 126","020000035712","Limpieza","2027-01-17","FrescoMar","109.75","382"
"S005","Cereal Selecta 153","020000060741","Congelados","2027-01-13","Selecta","111.88","225"
"S180","Jabón NaturVida 241","020000025149","Verduras","2025-07-31","NaturVida","143.75","467"
"S095","Galletas DelCampo 451","020000067216","Condimentos","2025-03-30","DelCampo","39.63","52"
"S151","Salami DelCampo 522","020000080283","Frutas","2025-03-05","DelCampo","158.57","12"
"S185","Mayonesa FrescoMar 178","020000017425","Bebidas","2027-05-19","FrescoMar","30.53","27"
"S081","Galletas BuenSabor 770","020000042013","Panaderia","2025-08-24","BuenSabor","97.77","250"
"S169","Miel AguaPura 178","020000042794","Limpieza","2026-01-27","AguaPura","80.2","381"
"S092","Jugo naranja DelCampo 554","020000049677","Higiene","2026-07-24","DelCampo","139.3","130"
"S135","Jugo naranja Nutrimax 426","020000080964","Limpieza","2025-07-03","Nutrimax","10.53","466"
"S106","Yogurt BuenSabor 597","020000046671","Lacteos","2026-01-22","BuenSabor","146.1","435"
"S134","Mayonesa Nutrimax 859","020000082478","Conservas","2025-08-10","Nutrimax","60.84","422"
"S037","Crema DelCampo 815","020000067708","Aceites","2027-06-19","DelCampo","152.58","15"
"S128","Arroz FrescoMar 376","020000046433","Frutas","2027-01-27","FrescoMar","49.47","499"
"S022","Crema Nutrimax 975","020000089920","Snacks","2027-09-12","Nutrimax","4.98","200"
"S099","Brócoli FrescoMar 329","020000036965","Snacks","2025-12-14","FrescoMar","106.27","277"
"S014","Queso Nutrimax 132","020000080981","Congelados","2026-11-14","Nutrimax","150.08","470"
"S156","Atún Delicias 948","020000044410","Congelados","2026-02-18","Delicias","121.65","179"
"S186","Arroz BuenSabor 544","020000066039","Congelados","2025-03-28","BuenSabor","129.57","288"
"S100","Agua mineral Nutrimax 979","020000080092","Verduras","2027-04-19","Nutrimax","92.47","295"
"S197","Aceite oliva Nutrimax 266","020000059976","Verduras","2026-04-03","Nutrimax","22.84","12"
"S072","Carne molida Nutrimax 187","020000042759","Congelados","2027-12-18","Nutrimax","48.74","297"
"S102","Crema BuenSabor 380","020000057408","Panaderia","2026-04-29","BuenSabor","125.62","419"
"S198","Pechuga pollo FrescoMar 227","020000050225","Frutas","2026-09-20","FrescoMar","134.09","438"
"S046","Brócoli Selecta 117","020000067659","Embutidos","2027-07-15","Selecta","7.85","188"
"S123","Pimienta NaturVida 323","020000063557","Embutidos","2025-05-13","NaturVida","45.68","317"
"S142","Pasta dental AguaPura 551","020000033567","Panaderia","2026-06-20","AguaPura","43.01","258"
"S033","Mayonesa BioNatural 250","020000090995","Aceites","2025-03-13","BioNatural","38.76","340"
"S010","Pan integral NaturVida 981","020000067712","Frutas","2026-09-12","NaturVida","8.63","372"
"S059","Crema Nutrimax 363","020000012112","Aceites","2026-11-25","Nutrimax","87.39","27"
"S154","Mayonesa Delicias 211","020000020155","Limpieza","2027-05-29","Delicias","19.88","44"
"S061","Tostadas Delicias 684","020000058674","Carnes","2027-04-02","Delicias","13.28","223"
"S073","Desodorante FrescoMar 434","020000089556","Congelados","2026-12-09","FrescoMar","54.93","213"
"S167","Galletas Selecta 401","020000091515","Embutidos","2025-10-26","Selecta","60.19","153"
"S039","Detergente BuenSabor 126","020000023924","Frutas","2026-02-08","BuenSabor","129.67","266"
"S184","Atún NaturVida 902","020000086216","Cereales","2026-11-06","NaturVida","150.51","198"
"S150","Crema BioNatural 490","020000095093","Lacteos","2025-05-09","BioNatural","153.46","119"
"S145","Aceite oliva BuenSabor 745","020000081857","Cereales","2027-04-07","BuenSabor","87.16","67"
"S136","Carne molida FrescoMar 721","020000071909","Aceites","2027-11-11","FrescoMar","84.21","167"
"S069","Tostadas BuenSabor 400","020000041985","Higiene","2026-04-13","BuenSabor","128.24","190"
"S060","Brócoli Delicias 866","020000025127","Cereales","2026-04-09","Delicias","72.31","495"
"S105","Galletas AguaPura 460","020000083460","Limpieza","2025-05-07","AguaPura","146.51","339"
"S124","Pechuga pollo DelCampo 559","020000064899","Conservas","2025-08-15","DelCampo","148.26","130"
"S199","Detergente Gourmet GT 790","020000086645","Aceites","2025-09-10","Gourmet GT","97.68","412"
"S074","Pasta dental Delicias 220","020000020683","Snacks","2027-04-13","Delicias","81.79","80"
"S148","Manzana DelCampo 284","020000069515","Embutidos","2025-11-08","DelCampo","21.08","139"
"S196","Cereal Selecta 860","020000023237","Bebidas","2025-02-09","Selecta","133.75","17"
"S177","Pan integral AguaPura 235","020000077488","Carnes","2027-11-21","AguaPura","147.14","467"
"S109","Galletas BioNatural 511","020000082999","Conservas","2026-07-25","BioNatural","20.81","464"
"S087","Helado vainilla BuenSabor 731","020000024125","Cereales","2025-03-04","BuenSabor","13.65","476"
"S091","Brócoli Gourmet GT 745","020000068950","Cereales","2027-05-13","Gourmet GT","47.71","249"
"S180","Desodorante BioNatural 841","020000087274","Condimentos","2027-10-11","BioNatural","15.24","463"
"S002","Helado vainilla BuenSabor 478","020000098330","Aceites","2027-06-18","BuenSabor","61.94","229"
"S046","Aceite oliva BuenSabor 386","020000022700","Conservas","2026-08-02","BuenSabor","79.94","29"
"S145","Aceite oliva NaturVida 693","020000076614","Carnes","2027-04-24","NaturVida","47.07","201"
"S082","Atún BioNatural 246","020000015496","Carnes","2026-02-06","BioNatural","70.02","147"
"S148","Jugo naranja BuenSabor 421","020000023037","Higiene","2026-07-08","BuenSabor","28.16","152"
"S071","Manzana Selecta 329","020000032193","Panaderia","2026-05-17","Selecta","158.23","390"
"S028","Detergente DelCampo 782","020000046520","Bebidas","2025-06-16","DelCampo","34.68","434"
"S131","Atún BioNatural 128","020000088432","Condimentos","2025-02-21","BioNatural","153.66","281"
"S138","Carne molida DelCampo 106","020000074011","Carnes","2025-01-23","DelCampo","60.39","149"
"S147","Jabón Selecta 633","020000026538","Carnes","2027-06-19","Selecta","48.6","61"
"S184","Yogurt AguaPura 555","020000066657","Verduras","2026-05-24","AguaPura","15.72","75"
"S072","Agua mineral AguaPura 462","020000020363","Cereales","2026-03-02","AguaPura","116.92","172"
"S041","Aceite oliva Delicias 382","020000069436","Aceites","2027-10-18","Delicias","108.19","42"
"S181","Yogurt Delicias 139","020000066803","Lacteos","2027-11-04","Delicias","52.17","435"
"S143","Queso FrescoMar 749","020000092219","Embutidos","2026-04-19","FrescoMar","23.63","197"
"S057","Queso DelCampo 371","020000071618","Bebidas","2027-08-21","DelCampo","130.59","380"
"S128","Frijoles refritos BioNatural 303","020000093200","Condimentos","2025-06-01","BioNatural","152.23","443"
"S186","Agua mineral DelCampo 103","020000066927","Lacteos","2027-09-02","DelCampo","90.12","111"
"S182","Pan integral FrescoMar 528","020000044481","Frutas","2027-01-19","FrescoMar","101.7","125"
"S164","Galletas Selecta 643","020000096106","Bebidas","2026-08-08","Selecta","134.83","453"
"S075","Queso Selecta 601","020000092578","Snacks","2026-12-03","Selecta","87.86","156"
"S025","Mayonesa AguaPura 873","020000047653","Snacks","2027-06-05","AguaPura","53.41","344"
"S109","Miel BioNatural 575","020000051799","Aceites","2025-07-22","BioNatural","56.92","208"
"S181","Desodorante Selecta 960","020000074117","Frutas","2027-03-25","Selecta","110.58","19"
"S075","Pan blanco NaturVida 320","020000063609","Embutidos","2026-09-24","NaturVida","43.33","167"
"S106","Papas fritas Selecta 535","020000062255","Panaderia","2025-03-23","Selecta","44.39","377"
"S057","Pasta dental FrescoMar 415","020000068672","Snacks","2026-02-28","FrescoMar","92.46","90"
"S138","Tostadas AguaPura 728","020000090052","Higiene","2025-08-23","AguaPura","97.58","15"
